﻿Раздел;Название зала;Комплекс;Город;Страна;Регион;Вместимость;Архитектор;Акустический консультант;Открытие/сдача;Комментарий;Источник;Доп. источники;ФОТО;Статус
Залы библиотек;Модельная библиотека (Наро-Фоминск);н/д;Наро-Фоминск;Россия;Россия и СНГ;н/д;н/д;н/д;2025;Модельная библиотека.;не удалось подтвердить — требует проверки;;;не проверен
Прочие залы;Community Center (Блейрстаун);н/д;Блейрстаун;США;Северная Америка;75;н/д;н/д;2025;Повторное открытие исторического здания American Legion (Givens-Belet) как общественного центра.;https://www.lehighvalleylive.com/warren-county/2025/06/historic-american-legion-hall-reopens-as-community-center-in-blairstown.html;;;не проверен
Концертные залы;Концертный зал Кильского замка;Кильский замок;Киль;Германия;Европа;1400;gmp · von Gerkan, Marg und Partner + bbp: architekten;н/д;2025 (реконструкция завершена);Концертный зал в замке.;https://www.archdaily.com/1038120/concert-hall-at-kiel-castle-gmp-architects;;;не проверен
Концертные залы;Kohl Hall, Colburn Center;Colburn Center;Лос-Анджелес;США;Северная Америка;1100;Фрэнк Гери (Frank Gehry);н/д;осень 2025 (завершение строительства);Концертный зал.;https://www.violinist.com/blog/laurie/202510/30531/;;;не проверен
Музыкальные залы;Концертный зал Средней специальной музыкальной школы «Сириус»;Музыкальная школа «Сириус»;Сириус (федеральная территория, Сочи);Россия;Россия и СНГ;н/д;н/д;Ясухиса Тойота (Nagata Acoustics);2025;Первый в мире акустический проект для музыкальной школы.;https://xn----8sbwaafbgebmvqgqj.xn--p1ai/1402-koncertnyy-kompleks-sirius.html;;;не проверен
Театральные залы;Театр оперы и балета (Севастополь);н/д;Севастополь;Россия;Россия и СНГ;1100 (большой зал);н/д;н/д;2025 (финальная стадия строительства);Театр оперы и балета.;https://www.metropolis-group.ru/projects/mnogofunktsionalnye-kompleksy/teatr-opery-i-baleta/;;;не проверен
Театральные залы;Foundry Theatre;The Star;Сидней;Австралия;Океания;360 (630 стоя);н/д;н/д;11 февраля 2025;Театр в комплексе The Star.;https://en.wikipedia.org/wiki/Foundry_Theatre;;;не проверен
Музыкальные залы;Актовый зал учебно-лабораторного корпуса ТюмГУ;ТюмГУ;Тюмень;Россия;Россия и СНГ;н/д;н/д;н/д;2025;Актовый зал нового корпуса университета.;https://www.utmn.ru/new-building/;;;не проверен
Лекционные залы;Корпус поточных аудиторий НГУ;НГУ;Новосибирск;Россия;Россия и СНГ;до 1700 студентов;н/д;н/д;1 сентября 2025;Корпус поточных аудиторий.;https://nso.ru/news/72861;;;не проверен
Лекционные залы;Многоуровневый конференц-зал кампуса УрФУ;Кампус УрФУ;Екатеринбург;Россия;Россия и СНГ;700;«Синара-Девелопмент» (концепция);н/д;2025;Конференц-зал кампуса.;https://sinara-development.ru/media/news/prezident-rossii-vladimir-putin-otkryl-kampus-urfu-v-ekaterinburge/;;;не проверен
Выставочные залы;Музейно-выставочный центр «ЗИЛАРТ»;н/д;Москва;Россия;Россия и СНГ;более 5000 кв. м, 4 зала;Сергей Чобан, «СПИЧ»;н/д;1 декабря 2025;Музейно-выставочный центр.;https://www.mos.ru/mayor/themes/13766050/;;;не проверен
Выставочные залы;Выставочный зал Мастерской Давида Боровского;Театральный музей им. А.А. Бахрушина;Москва;Россия;Россия и СНГ;н/д;н/д;н/д;2025;Выставочный зал.;https://www.tadviser.ru/index.php/Компания:Театральный_музей_им._А.А._Бахрушина;;;не проверен
Выставочные залы;The Frick Collection (после реставрации);н/д;Нью-Йорк;США;Северная Америка;н/д;Selldorf Architects + Beyer Blinder Belle;н/д;17 апреля 2025;Повторное открытие после реставрации.;https://www.designboom.com/architecture/frick-collection-new-york-museum-reopening-annabelle-selldorf-03-26-2025/;;;не проверен
Выставочные залы;New Museum (расширение);н/д;Нью-Йорк;США;Северная Америка;н/д;OMA (Рем Колхас, Шохэй Сигэмацу) + Cooper Robertson;н/д;"2025 (строительство завершено; открытие март 2026)";Расширение New Museum.;https://www.newmuseum.org/press-release/new-museum-to-open-oma-designed-building-expansion-in-fall-2025/;;;не проверен
Выставочные залы;Espace Gabrielle Chanel;Power Station of Art;Шанхай;Китай;Азия;1700 кв. м;Кадзунари Сакамото;н/д;24 ноября 2025;Арт-библиотека и выставочный зал.;https://hypebeast.com/2025/11/chanel-espace-gabrielle-chanel-shanghai-power-station-art;;;не проверен
Кинозалы;Кинозал «Горький Холл» (кинозавод «Москино»);Кинозавод «Москино»;Москва;Россия;Россия и СНГ;н/д;н/д;н/д;2025;Реконструкция аварийного зала в многофункциональный кинозал.;https://www.sobyanin.ru/moskovskii-kinoklaster-v-2025godu-novye-ploschadki-partnerstva-i-proekty;;;не проверен
